"","group","indval","pval","freq"
"ASV_2375",7,0.0794172288114361,0.012,6
"ASV_2547",7,0.0792933157125965,0.025,8
"ASV_1797",7,0.0786890553266495,0.039,6
"ASV_191",7,0.0779407911972753,0.008,4
"ASV_3977",7,0.077639751552795,0.034,6
"ASV_1766",7,0.0773694390715667,0.015,8
"ASV_2955",7,0.0772572137759851,0.02,6
"ASV_6506",7,0.077244494635799,0.035,7
"ASV_3791",7,0.0772115061099761,0.016,5
"ASV_5053",7,0.0770353111821123,0.009,8
"ASV_5591",7,0.0769818972257305,0.007,6
"ASV_6550",7,0.0767745114852525,0.034,26
"ASV_1463",7,0.076741440377804,0.027,4
"ASV_101",7,0.0767012687427912,0.01,13
"ASV_6378",7,0.076692529325938,0.029,9
"ASV_5161",7,0.0765968725152399,0.014,4
"ASV_3227",7,0.0763032821885519,0.012,11
"ASV_5279",7,0.0754716981132076,0.029,4
"ASV_4910",7,0.0752656434474616,0.037,6
"ASV_2447",7,0.0749852313751231,0.009,9
"ASV_4015",7,0.0749643027129938,0.009,7
"ASV_1506",7,0.0748499524946122,0.013,10
"ASV_3866",7,0.0747669991558565,0.019,8
"ASV_1745",7,0.0744207238934189,0.011,7
"ASV_390",7,0.0738150738150738,0.018,4
"ASV_3838",7,0.073117231294175,0.01,8
"ASV_3968",7,0.072887864326001,0.024,7
"ASV_2821",7,0.0727695169651332,0.022,5
"ASV_6455",7,0.0724729815638907,0.031,5
"ASV_4712",7,0.0721162602364977,0.032,26
"ASV_6400",7,0.071969696969697,0.046,5
"ASV_4018",7,0.0712000698914638,0.043,12
"ASV_4366",7,0.0711071107110711,0.011,4
"ASV_1759",7,0.0709385239570375,0.028,23
"ASV_6434",7,0.0697112522174376,0.039,12
"ASV_1537",7,0.0695381386627084,0.027,12
"ASV_701",7,0.0690667357334024,0.038,5
"ASV_5147",7,0.0690595338952629,0.023,14
"ASV_5286",7,0.068576584705617,0.025,4
"ASV_1544",7,0.0685461068971594,0.034,25
"ASV_900",7,0.0685006293817226,0.023,6
"ASV_1400",7,0.0679293924867721,0.029,27
"ASV_3222",7,0.0677686143420213,0.035,12
"ASV_855",7,0.0677549815277935,0.038,23
"ASV_5476",7,0.0674157303370786,0.019,5
"ASV_828",7,0.0667556742323098,0.018,10
"ASV_2461",7,0.0667223808131247,0.035,7
"ASV_2939",7,0.0665858541356762,0.016,10
"ASV_6335",7,0.0662921946859703,0.041,13
"ASV_4014",7,0.0657257506572575,0.032,7
"ASV_2538",7,0.0655719868039989,0.048,12
"ASV_625",7,0.065513024449001,0.03,11
"ASV_1449",7,0.0653367015217414,0.025,15
"ASV_5192",7,0.0652680652680653,0.02,4
"ASV_1973",7,0.0652346116210801,0.014,8
"ASV_5526",7,0.0651289009497965,0.046,5
"ASV_3519",7,0.06507915411937,0.033,13
"ASV_2784",7,0.0650540716114487,0.05,7
"ASV_3643",7,0.0647297149106558,0.019,12
"ASV_933",7,0.0646183931640542,0.033,9
"ASV_2585",7,0.0644587003898217,0.027,14
"ASV_1583",7,0.063927213766835,0.044,8
"ASV_1381",7,0.0638843775042148,0.037,21
"ASV_3948",7,0.0634952630518041,0.033,6
"ASV_5951",7,0.0633861551292744,0.025,4
"ASV_5149",7,0.0630918997399557,0.041,9
"ASV_1423",7,0.0624262546991192,0.049,10
"ASV_2298",7,0.061759917389633,0.04,11
"ASV_5895",7,0.0617578943498879,0.033,10
"ASV_5988",7,0.0617495711835334,0.043,5
"ASV_4896",7,0.0615871328272384,0.046,7
"ASV_30",7,0.0613564386201106,0.035,13
"ASV_823",7,0.061319073083779,0.032,9
"ASV_2079",7,0.0610227896719708,0.044,13
"ASV_3988",7,0.0607217210270645,0.046,10
"ASV_62",7,0.0606060606060606,0.047,2
"ASV_88",7,0.0606060606060606,0.041,2
"ASV_391",7,0.0606060606060606,0.044,2
"ASV_513",7,0.0606060606060606,0.045,2
"ASV_515",7,0.0606060606060606,0.04,2
"ASV_554",7,0.0606060606060606,0.037,2
"ASV_905",7,0.0606060606060606,0.039,2
"ASV_1029",7,0.0606060606060606,0.039,2
"ASV_1081",7,0.0606060606060606,0.046,2
"ASV_1101",7,0.0606060606060606,0.045,2
"ASV_1278",7,0.0606060606060606,0.044,2
"ASV_1289",7,0.0606060606060606,0.031,2
"ASV_1459",7,0.0606060606060606,0.037,2
"ASV_1486",7,0.0606060606060606,0.037,2
"ASV_1573",7,0.0606060606060606,0.044,2
"ASV_1741",7,0.0606060606060606,0.04,2
"ASV_1824",7,0.0606060606060606,0.043,2
"ASV_2072",7,0.0606060606060606,0.042,2
"ASV_2288",7,0.0606060606060606,0.043,2
"ASV_2395",7,0.0606060606060606,0.036,2
"ASV_2511",7,0.0606060606060606,0.047,2
"ASV_2525",7,0.0606060606060606,0.039,2
"ASV_2529",7,0.0606060606060606,0.032,2
"ASV_2878",7,0.0606060606060606,0.044,2
"ASV_3123",7,0.0606060606060606,0.035,2
"ASV_3479",7,0.0606060606060606,0.048,2
"ASV_3592",7,0.0606060606060606,0.033,2
"ASV_3652",7,0.0606060606060606,0.04,2
"ASV_3786",7,0.0606060606060606,0.046,2
"ASV_3808",7,0.0606060606060606,0.041,2
"ASV_3816",7,0.0606060606060606,0.031,2
"ASV_3971",7,0.0606060606060606,0.047,2
"ASV_3972",7,0.0606060606060606,0.042,2
"ASV_4000",7,0.0606060606060606,0.035,2
"ASV_4004",7,0.0606060606060606,0.041,2
"ASV_4008",7,0.0606060606060606,0.046,2
"ASV_4301",7,0.0606060606060606,0.042,2
"ASV_4617",7,0.0606060606060606,0.045,2
"ASV_4664",7,0.0606060606060606,0.046,2
"ASV_4754",7,0.0606060606060606,0.04,2
"ASV_4852",7,0.0606060606060606,0.042,2
"ASV_4869",7,0.0606060606060606,0.039,2
"ASV_4890",7,0.0606060606060606,0.043,2
"ASV_4975",7,0.0606060606060606,0.035,2
"ASV_5062",7,0.0606060606060606,0.039,2
"ASV_5160",7,0.0606060606060606,0.048,2
"ASV_5193",7,0.0606060606060606,0.042,2
"ASV_5932",7,0.0606060606060606,0.049,2
"ASV_6172",7,0.0606060606060606,0.046,2
"ASV_6180",7,0.0606060606060606,0.048,2
"ASV_6249",7,0.0606060606060606,0.046,2
"ASV_6504",7,0.0606060606060606,0.045,2
"ASV_6535",7,0.0606060606060606,0.044,2
"ASV_3258",7,0.0601942373960191,0.045,13
"ASV_2624",7,0.060069599438146,0.035,14
"ASV_870",7,0.0597428375653209,0.035,13
"ASV_3207",7,0.0596909836584382,0.046,14
"ASV_1801",7,0.0592138306590182,0.033,6
"ASV_1563",7,0.0588306654265859,0.042,11
"ASV_6329",7,0.0582831802343997,0.031,3
"ASV_3886",7,0.0580834942431209,0.035,9
"ASV_1386",7,0.057999641577582,0.042,6
"ASV_2579",7,0.0578512396694215,0.023,4
"ASV_2761",7,0.0576250941289502,0.038,9
"ASV_4437",7,0.0575582093412023,0.027,3
"ASV_1800",7,0.0575310905799657,0.043,9
"ASV_571",7,0.0574508248296993,0.035,7
"ASV_3911",7,0.0574162679425837,0.043,3
"ASV_6508",7,0.0569877883310719,0.034,3
"ASV_6191",7,0.0568181818181818,0.046,3
"ASV_1949",7,0.0567074251284778,0.032,3
"ASV_3945",7,0.0565500941042588,0.034,13
"ASV_2930",7,0.0565118357696854,0.033,7
"ASV_1422",7,0.0564017854374889,0.045,13
"ASV_2982",7,0.0563049853372434,0.037,3
"ASV_6238",7,0.0562770562770563,0.033,3
"ASV_4857",7,0.0561675341968285,0.038,3
"ASV_2255",7,0.0558213716108453,0.037,3
"ASV_3311",7,0.0557575757575758,0.036,6
"ASV_5166",7,0.0557346312396461,0.049,6
"ASV_1531",7,0.0554045001379202,0.027,3
"ASV_481",7,0.0553471609296852,0.039,5
"ASV_1372",7,0.0549505064742734,0.042,17
"ASV_2190",7,0.0547797098837733,0.047,5
"ASV_463",7,0.0544288213568328,0.047,5
"ASV_1503",7,0.0542325743090561,0.026,3
"ASV_3789",7,0.0542118432026689,0.036,4
"ASV_2548",7,0.0540818954416688,0.035,5
"ASV_858",7,0.0539699585587818,0.031,8
"ASV_1557",7,0.0535885167464115,0.035,3
"ASV_360",7,0.0532131259043898,0.049,6
"ASV_1978",7,0.0529616619289872,0.048,10
"ASV_2729",7,0.0516095056283326,0.045,10
"ASV_6526",7,0.0505684194517319,0.035,3
"ASV_512",7,0.0490296220633299,0.039,4
"ASV_3533",7,0.0476676881171263,0.038,8
"ASV_1010",8,0.428571428571429,0.001,15
"ASV_1027",8,0.250404332287381,0.001,20
"ASV_5291",8,0.242978263549924,0.001,15
"ASV_5802",8,0.23780880773362,0.001,12
"ASV_2127",8,0.228392657621708,0.001,9
"ASV_2129",8,0.22832048754257,0.001,9
"ASV_2128",8,0.227757058922276,0.001,12
"ASV_2130",8,0.227683458543963,0.001,11
"ASV_3853",8,0.142857142857143,0.001,5
"ASV_6184",8,0.141184902054467,0.001,6
"ASV_1220",8,0.140844781074143,0.002,10
"ASV_1041",8,0.114285714285714,0.004,4
"ASV_2870",8,0.114285714285714,0.002,4
"ASV_4724",8,0.114285714285714,0.001,4
"ASV_5292",8,0.114285714285714,0.002,4
"ASV_5072",8,0.114209557173592,0.004,5
"ASV_578",8,0.114159152032906,0.003,5
"ASV_2913",8,0.113685023491301,0.005,5
"ASV_758",8,0.112951493454874,0.026,14
"ASV_2912",8,0.109293737106181,0.003,5
"ASV_1664",8,0.0996121999790378,0.004,7
"ASV_1659",8,0.0857142857142857,0.014,3
"ASV_1665",8,0.0857142857142857,0.011,3
"ASV_1698",8,0.0857142857142857,0.018,3
"ASV_2914",8,0.0857142857142857,0.011,3
"ASV_5136",8,0.0857142857142857,0.016,3
"ASV_1093",8,0.0856792541274716,0.016,4
"ASV_1709",8,0.0850469741572076,0.039,11
"ASV_2901",8,0.0849204249045477,0.014,4
"ASV_2902",8,0.08486945327272,0.02,4
"ASV_1772",8,0.0847279605882854,0.026,5
"ASV_2858",8,0.083429097583871,0.05,6
"ASV_2897",8,0.0787654222225455,0.038,5
"ASV_1770",8,0.0785857900096613,0.022,6
"ASV_2860",8,0.0773577397532829,0.024,4
"ASV_4946",8,0.073416572077185,0.043,5
"ASV_3919",8,0.0656353209448555,0.05,9
"ASV_1687",9,0.705871691283801,0.001,32
"ASV_6353",9,0.609828932527964,0.001,25
"ASV_6509",9,0.488314747983478,0.001,22
"ASV_1526",9,0.471707709949591,0.001,18
"ASV_684",9,0.372247727251376,0.001,22
"ASV_1337",9,0.3656926789839,0.001,15
"ASV_1912",9,0.274766408919097,0.001,13
"ASV_1291",9,0.265427366569936,0.001,31
"ASV_5904",9,0.246457695664675,0.001,11
"ASV_1269",9,0.23904986522911,0.002,11
"ASV_1345",9,0.234799485848018,0.001,13
"ASV_1268",9,0.229322101221613,0.022,77
"ASV_5796",9,0.183597828380312,0.047,150
"ASV_2863",9,0.167873644494474,0.003,15
"ASV_5157",9,0.15949604610642,0.001,10
"ASV_1688",9,0.150550768212039,0.001,8
"ASV_1342",9,0.13872631898383,0.002,6
"ASV_1248",9,0.13315494393476,0.001,7
"ASV_4692",9,0.132858980148835,0.005,13
"ASV_5799",9,0.118267983767165,0.004,34
"ASV_1344",9,0.111111111111111,0.001,4
"ASV_3711",9,0.111111111111111,0.001,4
"ASV_4701",9,0.111111111111111,0.001,4
"ASV_5078",9,0.111111111111111,0.002,4
"ASV_730",9,0.108326888373292,0.002,5
"ASV_3845",9,0.103712084478207,0.009,6
"ASV_1684",9,0.101296498243063,0.003,5
"ASV_4163",9,0.097590001325114,0.003,16
"ASV_1149",9,0.0966511020736055,0.004,7
"ASV_2308",9,0.0942432997394298,0.008,18
"ASV_5792",9,0.0884992820047969,0.011,27
"ASV_4613",9,0.0881856540084388,0.003,14
"ASV_1580",9,0.0867361155430659,0.012,14
"ASV_1686",9,0.0833333333333333,0.01,3
"ASV_1911",9,0.0833333333333333,0.012,3
"ASV_1913",9,0.0833333333333333,0.017,3
"ASV_6492",9,0.0833333333333333,0.01,3
"ASV_1910",9,0.0832673160808247,0.014,4
"ASV_1236",9,0.0820545609548167,0.017,4
"ASV_2492",9,0.0813652454166006,0.01,7
"ASV_2479",9,0.079849012775842,0.017,4
"ASV_1191",9,0.0786178951142094,0.05,16
"ASV_1247",9,0.0776053215077605,0.025,10
"ASV_3280",9,0.0772077590607453,0.017,4
"ASV_4711",9,0.0770997218236616,0.022,11
"ASV_5829",9,0.0769486658251228,0.01,23
"ASV_4369",9,0.0748826291079812,0.021,4
"ASV_4560",9,0.0735294117647059,0.022,4
"ASV_1456",9,0.0694333601355046,0.037,25
"ASV_1225",9,0.0689097468495977,0.034,10
"ASV_4820",9,0.0679890757510421,0.025,9
"ASV_5798",9,0.067188137413092,0.045,28
"ASV_4385",9,0.066798528697342,0.026,10
"ASV_1448",9,0.0656532436843772,0.021,8
"ASV_1547",9,0.0651335187699663,0.047,19
"ASV_4685",9,0.0639428666334496,0.022,7
"ASV_4705",9,0.0637925880629179,0.028,15
"ASV_4863",9,0.0596646942800789,0.026,5
"ASV_5643",9,0.0592841901493654,0.032,8
"ASV_2763",9,0.0569610889184791,0.036,11
"ASV_4715",9,0.0568432671081678,0.04,4
"ASV_1366",9,0.0563114929942341,0.032,10
"ASV_1895",9,0.0550889635436108,0.036,5
"ASV_1242",9,0.0544708545557442,0.05,7
"ASV_5810",9,0.0541351820604993,0.05,5
"ASV_3466",9,0.0514455782312925,0.042,4
"ASV_1016",10,0.424242424242424,0.001,14
"ASV_1017",10,0.363585861349031,0.001,13
"ASV_1663",10,0.348496575976759,0.001,17
"ASV_1302",10,0.299638278245909,0.001,13
"ASV_5",10,0.272727272727273,0.001,9
"ASV_2086",10,0.272727272727273,0.001,9
"ASV_4127",10,0.272521048192142,0.001,13
"ASV_1774",10,0.271188982478942,0.001,17
"ASV_2872",10,0.252627696846764,0.001,11
"ASV_2864",10,0.247336150695292,0.001,35
"ASV_5083",10,0.244297324114704,0.001,13
"ASV_4209",10,0.241506184191627,0.001,13
"ASV_6046",10,0.238885202388852,0.001,9
"ASV_5139",10,0.231974921630094,0.001,9
"ASV_5090",10,0.215545648381469,0.001,9
"ASV_6169",10,0.212121212121212,0.001,7
"ASV_4951",10,0.208673955152828,0.001,10
"ASV_1244",10,0.207607994842037,0.001,8
"ASV_4722",10,0.200426306783421,0.001,10
"ASV_3441",10,0.198551168248138,0.001,8
"ASV_3450",10,0.194922194922195,0.001,8
"ASV_2855",10,0.191424675996302,0.001,14
"ASV_5093",10,0.181818181818182,0.001,6
"ASV_5102",10,0.181818181818182,0.001,6
"ASV_1658",10,0.180426321622806,0.001,11
"ASV_2871",10,0.179068078040681,0.001,9
"ASV_2877",10,0.175269645608629,0.001,11
"ASV_2883",10,0.173818377532048,0.001,12
"ASV_2950",10,0.171562370069953,0.001,12
"ASV_3454",10,0.167486602292564,0.001,9
"ASV_5097",10,0.166469038208169,0.001,8
"ASV_2868",10,0.164864135996961,0.001,11
"ASV_3440",10,0.163538805165464,0.001,11
"ASV_2874",10,0.156119498875683,0.001,7
"ASV_2889",10,0.15564738292011,0.001,7
"ASV_3439",10,0.151515151515152,0.001,5
"ASV_3443",10,0.151515151515152,0.001,5
"ASV_4687",10,0.151515151515152,0.001,5
"ASV_5075",10,0.151515151515152,0.001,5
"ASV_5130",10,0.151515151515152,0.001,5
"ASV_3442",10,0.148856990962254,0.002,6
"ASV_572",10,0.142584061922221,0.002,7
"ASV_3438",10,0.141785957736878,0.001,10
"ASV_2905",10,0.141051773338769,0.001,7
"ASV_2953",10,0.139762403913347,0.001,8
"ASV_5131",10,0.137952212406963,0.006,7
"ASV_3449",10,0.136710617626648,0.002,7
"ASV_2881",10,0.132577315110005,0.005,15
"ASV_6185",10,0.131818181818182,0.001,7
"ASV_4691",10,0.125309943920303,0.018,35
"ASV_576",10,0.125296402572359,0.001,9
"ASV_2859",10,0.124430789488122,0.001,9
"ASV_2882",10,0.123723869713175,0.002,7
"ASV_2",10,0.121212121212121,0.004,4
"ASV_6",10,0.121212121212121,0.001,4
"ASV_7",10,0.121212121212121,0.001,4
"ASV_175",10,0.121212121212121,0.001,4
"ASV_1005",10,0.121212121212121,0.001,4
"ASV_2856",10,0.121212121212121,0.001,4
"ASV_2941",10,0.121212121212121,0.002,4
"ASV_3447",10,0.121212121212121,0.001,4
"ASV_4214",10,0.121212121212121,0.001,4
"ASV_4689",10,0.121212121212121,0.001,4
"ASV_6047",10,0.121212121212121,0.002,4
"ASV_1123",10,0.120866555882487,0.002,6
"ASV_5086",10,0.120733021918793,0.003,5
"ASV_2085",10,0.120402417877126,0.001,6
"ASV_2084",10,0.120118066481572,0.004,8
"ASV_5084",10,0.119178309085516,0.002,5
"ASV_5203",10,0.117323296233814,0.003,23
"ASV_2884",10,0.11672278338945,0.001,5
"ASV_1471",10,0.116587203283376,0.002,10
"ASV_2867",10,0.115612648221344,0.003,8
"ASV_1708",10,0.1133069828722,0.001,5
"ASV_4697",10,0.112342941611234,0.002,9
"ASV_3446",10,0.107562107562108,0.003,5
"ASV_2915",10,0.106875760163548,0.006,9
"ASV_573",10,0.104575163398693,0.004,7
"ASV_333",10,0.102356902356902,0.005,6
"ASV_2885",10,0.101010101010101,0.001,6
"ASV_5135",10,0.0996006577401926,0.003,5
"ASV_5092",10,0.0963203463203463,0.007,6
"ASV_5152",10,0.0924189046987235,0.007,7
"ASV_3",10,0.0909090909090909,0.01,3
"ASV_9",10,0.0909090909090909,0.005,3
"ASV_11",10,0.0909090909090909,0.018,3
"ASV_1014",10,0.0909090909090909,0.006,3
"ASV_1015",10,0.0909090909090909,0.011,3
"ASV_1653",10,0.0909090909090909,0.009,3
"ASV_1712",10,0.0909090909090909,0.005,3
"ASV_2869",10,0.0909090909090909,0.008,3
"ASV_2873",10,0.0909090909090909,0.01,3
"ASV_2893",10,0.0909090909090909,0.009,3
"ASV_3992",10,0.0909090909090909,0.009,3
"ASV_4090",10,0.0909090909090909,0.009,3
"ASV_4954",10,0.0909090909090909,0.013,3
"ASV_5141",10,0.0909090909090909,0.013,3
"ASV_5219",10,0.0909090909090909,0.005,3
"ASV_6049",10,0.0909090909090909,0.008,3
"ASV_6150",10,0.0909090909090909,0.009,3
"ASV_6258",10,0.0909090909090909,0.008,3
"ASV_4960",10,0.0901386748844376,0.008,4
"ASV_3451",10,0.0899289320875336,0.005,6
"ASV_5155",10,0.0895227073144388,0.007,12
"ASV_5181",10,0.0893682588597843,0.007,4
"ASV_1218",10,0.0890330138625964,0.017,11
"ASV_5215",10,0.0867768595041322,0.009,4
"ASV_6066",10,0.0857460296712633,0.015,9
"ASV_4695",10,0.0829170829170829,0.008,4
"ASV_2045",10,0.0772161970520061,0.035,9
"ASV_5081",10,0.072326014465484,0.043,12
"ASV_5609",10,0.0717969840879768,0.028,9
"ASV_5218",10,0.0707070707070707,0.031,4
"ASV_1013",10,0.0687851971037812,0.018,5
"ASV_2949",10,0.0676532769556025,0.013,4
"ASV_2845",10,0.0643939393939394,0.018,5
"ASV_5008",10,0.0637140637140637,0.027,5
"ASV_1887",10,0.0628417095107392,0.045,16
"ASV_2736",10,0.0614154729149092,0.05,11
"ASV_4",10,0.0606060606060606,0.048,2
"ASV_8",10,0.0606060606060606,0.039,2
"ASV_10",10,0.0606060606060606,0.038,2
"ASV_221",10,0.0606060606060606,0.049,2
"ASV_338",10,0.0606060606060606,0.042,2
"ASV_1104",10,0.0606060606060606,0.038,2
"ASV_2755",10,0.0606060606060606,0.04,2
"ASV_2903",10,0.0606060606060606,0.046,2
"ASV_2917",10,0.0606060606060606,0.036,2
"ASV_3430",10,0.0606060606060606,0.048,2
"ASV_4746",10,0.0606060606060606,0.044,2
"ASV_5076",10,0.0606060606060606,0.04,2
"ASV_5103",10,0.0606060606060606,0.033,2
"ASV_5134",10,0.0606060606060606,0.045,2
"ASV_5142",10,0.0606060606060606,0.038,2
"ASV_5475",10,0.0606060606060606,0.042,2
"ASV_6240",10,0.0606060606060606,0.038,2
"ASV_5174",10,0.0601356374701753,0.032,11
"ASV_3206",10,0.0600581615880642,0.038,7
"ASV_5128",10,0.05941770647653,0.037,5
"ASV_4208",10,0.0588079235939158,0.043,4
"ASV_1888",10,0.0580955664359481,0.045,10
"ASV_4171",10,0.0580461776292824,0.033,4
"ASV_61",10,0.0526922933799725,0.038,3
"ASV_5100",10,0.0513833992094862,0.046,3
"ASV_6552",11,1,0.001,19
"ASV_6553",11,1,0.001,19
"ASV_6554",11,1,0.001,19
"ASV_6555",11,1,0.001,19
"ASV_6556",11,1,0.001,19
"ASV_6558",11,1,0.001,19
"ASV_6559",11,1,0.001,19
"ASV_6561",11,1,0.001,19
"ASV_6562",11,1,0.001,19
"ASV_6560",11,0.947368421052632,0.001,18
"ASV_6605",11,0.947368421052632,0.001,18
"ASV_1826",11,0.944142689604978,0.001,35
"ASV_6106",11,0.926277664060937,0.001,33
"ASV_4132",11,0.920973095473877,0.001,28
"ASV_4400",11,0.918207756851775,0.001,46
"ASV_6570",11,0.894736842105263,0.001,17
"ASV_6575",11,0.894736842105263,0.001,17
"ASV_6587",11,0.894736842105263,0.001,17
"ASV_6592",11,0.894736842105263,0.001,17
"ASV_6612",11,0.894736842105263,0.001,17
"ASV_1064",11,0.89425465831918,0.001,71
"ASV_1865",11,0.89262481915566,0.001,28
"ASV_1833",11,0.888039189091228,0.001,53
"ASV_802",11,0.873719619156752,0.001,33
"ASV_4134",11,0.869731003288092,0.001,50
"ASV_5520",11,0.868244017294983,0.001,71
"ASV_6101",11,0.86817493916153,0.001,93
"ASV_4407",11,0.859633679491864,0.001,133
"ASV_6065",11,0.85674412750925,0.001,34
"ASV_1869",11,0.853147410011204,0.001,53
"ASV_4387",11,0.843230368355174,0.001,253
"ASV_6564",11,0.842105263157895,0.001,16
"ASV_6566",11,0.842105263157895,0.001,16
"ASV_6621",11,0.842105263157895,0.001,16
"ASV_6624",11,0.842105263157895,0.001,16
"ASV_4403",11,0.836573033192781,0.001,345
"ASV_2765",11,0.83278652219639,0.001,155
"ASV_5510",11,0.832199183412057,0.001,36
"ASV_5320",11,0.829553723371816,0.001,58
"ASV_4401",11,0.828968338088402,0.001,42
"ASV_4281",11,0.828715048526131,0.001,119
"ASV_4200",11,0.828551171718993,0.001,66
"ASV_5233",11,0.825545250467488,0.001,41
"ASV_1066",11,0.821975326214876,0.001,37
"ASV_6089",11,0.820600212753132,0.001,41
"ASV_6071",11,0.819680817235627,0.001,119
"ASV_6117",11,0.818769795428653,0.001,27
"ASV_699",11,0.816991304241732,0.001,93
"ASV_1433",11,0.816744541297159,0.001,50
"ASV_4273",11,0.816301488239567,0.001,83
"ASV_1857",11,0.813548689574097,0.001,46
"ASV_5350",11,0.810297273963442,0.001,46
"ASV_1871",11,0.809678296880801,0.001,38
"ASV_805",11,0.809533165671173,0.001,39
"ASV_2772",11,0.80829103878183,0.001,91
"ASV_6079",11,0.808204010232329,0.001,186
"ASV_1790",11,0.807506369264116,0.001,41
"ASV_2683",11,0.805446464737335,0.001,110
"ASV_6055",11,0.804439973245465,0.001,146
"ASV_2167",11,0.804043976055893,0.001,60
"ASV_1431",11,0.797160460059045,0.001,151
"ASV_4391",11,0.79653655384452,0.001,135
"ASV_4268",11,0.793672051915728,0.001,151
"ASV_6397",11,0.791286957069989,0.001,29
"ASV_2972",11,0.791256635659316,0.001,97
"ASV_4408",11,0.790177766004016,0.001,125
"ASV_6567",11,0.789473684210526,0.001,15
"ASV_6571",11,0.789473684210526,0.001,15
"ASV_6574",11,0.789473684210526,0.001,15
"ASV_6594",11,0.789473684210526,0.001,15
"ASV_6602",11,0.789473684210526,0.001,15
"ASV_6649",11,0.789473684210526,0.001,15
"ASV_1646",11,0.787503940914954,0.001,72
"ASV_4291",11,0.787091746817391,0.001,126
"ASV_4308",11,0.784730864148036,0.001,100
"ASV_6475",11,0.781842031457689,0.001,51
"ASV_6105",11,0.781643380666787,0.001,158
"ASV_5322",11,0.781323285027892,0.001,49
"ASV_4169",11,0.780486288910191,0.001,62
"ASV_5318",11,0.780213666937626,0.001,154
"ASV_4271",11,0.779586191565413,0.001,186
"ASV_5310",11,0.779421310130075,0.001,127
"ASV_5232",11,0.778683649241006,0.001,27
"ASV_5335",11,0.776903703092022,0.001,91
"ASV_6021",11,0.776449583307907,0.001,76
"ASV_1434",11,0.77601323340829,0.001,57
"ASV_4389",11,0.774885688431597,0.001,160
"ASV_584",11,0.774712535438498,0.001,45
"ASV_5516",11,0.774706980349036,0.001,60
"ASV_5972",11,0.773929099088349,0.001,52
"ASV_1430",11,0.77365842786707,0.001,65
"ASV_1848",11,0.77166880261442,0.001,37
"ASV_6051",11,0.770990447432862,0.001,80
"ASV_5378",11,0.769978094380406,0.001,107
"ASV_5819",11,0.768441026285303,0.001,163
"ASV_1425",11,0.768343827240402,0.001,128
"ASV_6393",11,0.76819919220274,0.001,45
"ASV_5346",11,0.767468062736805,0.001,44
"ASV_1827",11,0.767174900105606,0.001,103
"ASV_4290",11,0.764509693199534,0.001,88
"ASV_5337",11,0.764263280822595,0.001,59
"ASV_2035",11,0.762673833521903,0.001,143
"ASV_1440",11,0.762243501970744,0.001,130
"ASV_3158",11,0.76145665669521,0.001,122
"ASV_4789",11,0.761434324359297,0.001,133
"ASV_1065",11,0.760684162644422,0.001,29
"ASV_5316",11,0.759573954964601,0.001,69
"ASV_2738",11,0.75913127702755,0.001,68
"ASV_5824",11,0.756849622640921,0.001,243
"ASV_4175",11,0.756666559162251,0.001,51
"ASV_6060",11,0.756024073076067,0.001,83
"ASV_3035",11,0.755758855799203,0.001,87
"ASV_5305",11,0.754868140678989,0.001,64
"ASV_6097",11,0.754687247479061,0.001,146
"ASV_4149",11,0.754510270913962,0.001,26
"ASV_2737",11,0.754128846262259,0.001,142
"ASV_1872",11,0.752770554335307,0.001,68
"ASV_4199",11,0.752485077877543,0.001,118
"ASV_2720",11,0.749303483606811,0.001,62
"ASV_5366",11,0.748963166303157,0.001,90
"ASV_4166",11,0.748118500852388,0.001,118
"ASV_5332",11,0.747998002370414,0.001,46
"ASV_6061",11,0.745890271024254,0.001,117
"ASV_5319",11,0.745826911901384,0.001,53
"ASV_4390",11,0.744428413886481,0.001,222
"ASV_3128",11,0.743967427276583,0.001,76
"ASV_5228",11,0.74316629839468,0.001,47
"ASV_4409",11,0.742856392418409,0.001,33
"ASV_4275",11,0.742474979463675,0.001,78
"ASV_6296",11,0.74235531523754,0.001,194
"ASV_6107",11,0.74170401600765,0.001,49
"ASV_4804",11,0.741478257907142,0.001,61
"ASV_6114",11,0.740252691468867,0.001,51
"ASV_4287",11,0.739241111509138,0.001,56
"ASV_2721",11,0.738477658241252,0.001,113
"ASV_1491",11,0.738002446064178,0.001,176
"ASV_3156",11,0.737976201691774,0.001,212
"ASV_6572",11,0.736842105263158,0.001,14
"ASV_6580",11,0.736842105263158,0.001,14
"ASV_6640",11,0.736842105263158,0.001,14
"ASV_6078",11,0.735870440365869,0.001,49
"ASV_1058",11,0.734929197572488,0.001,41
"ASV_1832",11,0.734453739318321,0.001,36
"ASV_434",11,0.734238019061637,0.001,24
"ASV_5386",11,0.73397381736599,0.001,153
"ASV_5857",11,0.73383233178683,0.001,203
"ASV_2572",11,0.733469899286804,0.001,21
"ASV_4285",11,0.733388807275014,0.001,204
"ASV_1428",11,0.73273482558842,0.001,65
"ASV_4302",11,0.732695008374839,0.001,160
"ASV_5786",11,0.732151516918254,0.001,209
"ASV_3243",11,0.73090038371654,0.001,110
"ASV_6083",11,0.730580424053734,0.001,86
"ASV_5343",11,0.730445400304842,0.001,30
"ASV_5354",11,0.730027023534162,0.001,43
"ASV_5334",11,0.729347409144458,0.001,225
"ASV_6290",11,0.72859184470082,0.001,108
"ASV_5220",11,0.72768496290618,0.001,162
